frame,label,area,centroid_x,centroid_y,original_label,perimeter,show
0,0,1779.0,15.90781307220459,25.01011848449707,1.0,86.0,1.0
0,1,1669.0,64.0641098022461,15.337926864624023,2.0,94.0,1.0
0,2,1688.0,102.50237274169922,30.417654037475582,3.0,165.0,1.0
0,3,1086.0,128.62522888183594,11.058932304382324,4.0,80.0,1.0
0,4,1148.0,172.63937377929688,12.359756469726562,5.0,85.0,1.0
0,5,1281.0,219.78610229492188,12.023419380187988,6.0,99.0,1.0
0,6,1021.0,310.6532897949219,8.187071800231934,7.0,85.0,1.0
0,7,2277.0,356.5270080566406,32.23012924194336,8.0,114.0,1.0
0,8,2789.0,315.6937866210937,47.76084518432617,9.0,190.0,1.0
0,9,2934.0,242.1929168701172,43.089637756347656,10.0,215.0,1.0
0,10,971.0,149.86611938476562,40.58187484741211,11.0,113.0,1.0
0,11,1921.0,186.52212524414065,48.78292465209961,12.0,148.0,1.0
0,12,2256.0,118.14893341064452,68.64672088623047,13.0,166.0,1.0
0,13,3616.0,269.4272766113281,86.93860626220703,14.0,217.0,1.0
0,14,1033.0,75.54307556152344,64.05033874511719,15.0,118.0,1.0
0,15,721.0,7.574202537536621,79.89181518554688,16.0,63.0,1.0
0,16,4974.0,368.69140625,98.72135162353516,17.0,166.0,1.0
0,17,1922.0,162.47607421875,85.30541229248047,18.0,148.0,1.0
0,18,2185.0,215.0814666748047,89.26407623291016,19.0,160.0,1.0
0,19,2523.0,31.321443557739254,98.0321044921875,20.0,183.0,1.0
0,20,1808.0,75.57024383544922,99.71017456054688,21.0,156.0,1.0
0,21,2387.0,315.7553405761719,111.40469360351562,22.0,179.0,1.0
0,22,0.0,0.0,0.0,23.0,1.0,0.0
0,23,1551.0,127.33010864257812,115.6627960205078,24.0,141.0,1.0
0,24,0.0,0.0,0.0,25.0,1.0,0.0
0,25,1351.0,188.11398315429688,122.6299057006836,26.0,135.0,1.0
0,26,1494.0,93.67871856689452,128.0,27.0,147.0,1.0
0,27,1235.0,158.53036499023438,131.920654296875,28.0,132.0,1.0
0,28,2340.0,227.22991943359372,141.82435607910156,29.0,170.0,1.0
0,29,2444.0,270.0286560058594,152.11947631835938,30.0,182.0,1.0
0,30,2220.0,47.103153228759766,145.41757202148438,31.0,175.0,1.0
0,31,992.0,9.595766067504885,149.42539978027344,32.0,80.0,1.0
0,32,1506.0,447.9276123046875,149.79681396484375,33.0,94.0,1.0
0,33,3679.0,376.0048828125,162.5583038330078,34.0,216.0,1.0
0,34,2073.0,313.0226745605469,156.05934143066406,35.0,178.0,1.0
0,35,1665.0,483.8174133300781,155.49850463867188,36.0,112.0,1.0
0,36,1890.0,93.65925598144533,166.39047241210938,37.0,157.0,1.0
0,37,2327.0,186.4881896972656,171.89772033691406,38.0,175.0,1.0
0,38,1959.0,428.8386840820313,186.2919921875,39.0,144.0,1.0
0,39,962.0,498.8045654296875,182.7588348388672,40.0,73.0,1.0
0,40,1916.0,41.74843597412109,186.4405059814453,41.0,176.0,1.0
0,41,1721.0,234.4979705810547,190.88494873046875,42.0,146.0,1.0
0,42,1790.0,14.260893821716309,210.68212890625,43.0,96.0,1.0
0,43,2416.0,465.0422058105469,210.29139709472656,44.0,169.0,1.0
0,44,1676.0,266.61993408203125,210.8317413330078,45.0,136.0,1.0
0,45,3006.0,363.86627197265625,213.4005279541016,46.0,200.0,1.0
0,46,2066.0,78.00435638427734,211.57647705078125,47.0,163.0,1.0
0,47,1573.0,408.6382751464844,221.33311462402344,48.0,146.0,1.0
0,48,1907.0,197.28106689453125,217.8993225097656,49.0,174.0,1.0
0,49,1512.0,116.24669647216795,221.00396728515625,50.0,144.0,1.0
0,50,1219.0,497.7350158691406,227.72764587402344,51.0,94.0,1.0
0,51,1966.0,160.90997314453125,234.8636779785156,52.0,153.0,1.0
0,52,2278.0,302.58251953125,238.8836669921875,53.0,165.0,1.0
0,53,1756.0,41.41400909423828,244.2374725341797,54.0,148.0,1.0
0,54,1707.0,226.51611328125,240.67779541015625,55.0,139.0,1.0
