frame,label,centroid_x,centroid_y,area
0,0,20.643207550048828,250.313720703125,2856.0
0,1,188.93153381347656,381.45458984375,3082.0
0,2,78.17154693603516,407.35052490234375,6045.0
0,3,21.153112411499023,322.201171875,3037.0
0,4,203.71987915039065,470.0268249511719,5369.0
0,5,166.01466369628906,68.94438171386719,4639.0
0,6,198.63526916503903,176.98751831054688,5371.0
0,7,199.65821838378903,337.79766845703125,3593.0
0,8,297.8301696777344,359.0738525390625,5376.0
0,9,243.8148651123047,411.2178039550781,4775.0
0,10,320.5409240722656,454.7029724121094,7040.0
0,11,106.43555450439452,477.9796447753906,3538.0
0,12,423.9611511230469,25.493696212768555,2935.0
0,13,137.5852508544922,229.0111846923828,2862.0
0,14,257.8231201171875,206.8010406494141,9238.0
0,15,58.32575607299805,305.2754821777344,1452.0
0,16,211.9694366455078,22.999805450439453,5136.0
0,17,365.5615234375,31.28323745727539,2422.0
0,18,139.0393829345703,16.585975646972656,1041.0
0,19,269.83306884765625,61.313323974609375,3648.0
0,20,39.3897705078125,93.04938507080078,3969.0
0,21,273.60113525390625,124.80541229248048,1958.0
0,22,317.533447265625,121.7850112915039,3363.0
0,23,136.0358123779297,157.3280792236328,5081.0
0,24,327.1258850097656,237.55712890625,5417.0
0,25,366.4991149902344,291.6414489746094,3422.0
0,26,23.386632919311523,41.16239929199219,1601.0
0,27,85.78067016601562,38.61284637451172,3456.0
0,28,465.82080078125,69.14086151123047,5580.0
0,29,102.8178253173828,95.65065002441406,4869.0
0,30,407.817138671875,82.6701431274414,3068.0
0,31,374.5758056640625,111.31774139404295,3635.0
0,32,355.5325012207031,173.94639587402344,4216.0
0,33,484.5235900878906,127.43173217773438,4072.0
0,34,0.0,0.0,0.0
0,35,401.7105407714844,255.61248779296875,3396.0
0,36,462.8869934082031,302.4156799316406,4602.0
0,37,384.9272766113281,334.8744812011719,3067.0
0,38,471.7752685546875,400.4286804199219,4276.0
0,39,452.33050537109375,459.9308776855469,3298.0
0,40,490.6412353515625,349.5445251464844,2347.0
0,41,428.6476745605469,358.7453918457031,2773.0
0,42,96.01006317138672,362.3427734375,5467.0
0,43,499.0989074707031,446.7492370605469,1001.0
0,44,480.6252136230469,196.05958557128903,3306.0
0,45,87.41151428222656,185.4730224609375,3317.0
0,46,76.48164367675781,253.29168701171875,4522.0
0,47,32.94538879394531,169.5273895263672,6244.0
0,48,178.42210388183594,272.6053161621094,3755.0
0,49,264.4501647949219,297.8433532714844,8892.0
0,50,121.39813232421876,307.1846923828125,5772.0
0,51,155.61891174316406,430.8304443359375,3120.0
0,52,149.46023559570312,494.0390930175781,1484.0
0,53,30.654518127441406,12.077259063720703,1372.0
0,54,0.0,0.0,0.0
0,55,396.1973876953125,490.471923828125,2528.0
0,56,60.04952621459961,455.4845275878906,3069.0
0,57,262.5982360839844,491.0003662109375,2733.0
0,58,387.25982666015625,6.017467021942139,458.0
0,59,0.0,0.0,0.0
0,60,216.69883728027344,108.2258758544922,5472.0
0,61,332.53033447265625,500.3085021972656,1154.0
0,62,0.0,0.0,0.0
0,63,284.7229309082031,6.826433181762695,628.0
0,64,0.0,0.0,0.0
0,65,0.0,0.0,0.0
0,66,0.0,0.0,0.0
0,67,0.0,0.0,0.0
0,68,489.0927734375,15.752577781677246,1358.0
0,69,98.5536651611328,9.429330825805664,941.0
0,70,0.0,0.0,0.0
0,71,422.6347351074219,175.31787109375,5908.0
0,72,407.2923583984375,430.0910339355469,3636.0
0,73,0.0,0.0,0.0
0,74,0.0,0.0,0.0
0,75,0.0,0.0,0.0
0,76,0.0,0.0,0.0
0,77,0.0,0.0,0.0
0,78,323.2888488769531,45.40077590942383,4646.0
0,79,444.69232177734375,244.6900634765625,2665.0
0,80,0.0,0.0,0.0
0,81,0.0,0.0,0.0
0,82,0.0,0.0,0.0
