frame,label,area,centroid_x,centroid_y
0,0,2856.0,20.643207550048828,250.313720703125
0,1,3082.0,188.93153381347656,381.45458984375
0,2,6045.0,78.17154693603516,407.35052490234375
0,3,3037.0,21.153112411499023,322.201171875
0,4,5369.0,203.71987915039065,470.0268249511719
0,5,4639.0,166.01466369628906,68.94438171386719
0,6,5371.0,198.63526916503903,176.98751831054688
0,7,3593.0,199.65821838378903,337.79766845703125
0,8,5376.0,297.8301696777344,359.0738525390625
0,9,4775.0,243.8148651123047,411.2178039550781
0,10,7040.0,320.5409240722656,454.7029724121094
0,11,3538.0,106.43555450439452,477.9796447753906
0,12,2935.0,423.9611511230469,25.493696212768555
0,13,2862.0,137.5852508544922,229.0111846923828
0,14,9238.0,257.8231201171875,206.8010406494141
0,15,1452.0,58.32575607299805,305.2754821777344
0,16,5136.0,211.9694366455078,22.999805450439453
0,17,2422.0,365.5615234375,31.28323745727539
0,18,1041.0,139.0393829345703,16.585975646972656
0,19,3648.0,269.83306884765625,61.313323974609375
0,20,3969.0,39.3897705078125,93.04938507080078
0,21,1958.0,273.60113525390625,124.80541229248048
0,22,3363.0,317.533447265625,121.7850112915039
0,23,5081.0,136.0358123779297,157.3280792236328
0,24,5417.0,327.1258850097656,237.55712890625
0,25,3422.0,366.4991149902344,291.6414489746094
0,26,1601.0,23.386632919311523,41.16239929199219
0,27,3456.0,85.78067016601562,38.61284637451172
0,28,5580.0,465.82080078125,69.14086151123047
0,29,4869.0,102.8178253173828,95.65065002441406
0,30,3068.0,407.817138671875,82.6701431274414
0,31,3635.0,374.5758056640625,111.31774139404295
0,32,4216.0,355.5325012207031,173.94639587402344
0,33,4072.0,484.5235900878906,127.43173217773438
0,34,0.0,0.0,0.0
0,35,3396.0,401.7105407714844,255.61248779296875
0,36,4602.0,462.8869934082031,302.4156799316406
0,37,3067.0,384.9272766113281,334.8744812011719
0,38,4276.0,471.7752685546875,400.4286804199219
0,39,3298.0,452.33050537109375,459.9308776855469
0,40,2347.0,490.6412353515625,349.5445251464844
0,41,2773.0,428.6476745605469,358.7453918457031
0,42,5467.0,96.01006317138672,362.3427734375
0,43,1001.0,499.0989074707031,446.7492370605469
0,44,3306.0,480.6252136230469,196.05958557128903
0,45,3317.0,87.41151428222656,185.4730224609375
0,46,4522.0,76.48164367675781,253.29168701171875
0,47,6244.0,32.94538879394531,169.5273895263672
0,48,3755.0,178.42210388183594,272.6053161621094
0,49,8892.0,264.4501647949219,297.8433532714844
0,50,5772.0,121.39813232421876,307.1846923828125
0,51,3120.0,155.61891174316406,430.8304443359375
0,52,1484.0,149.46023559570312,494.0390930175781
0,53,1372.0,30.654518127441406,12.077259063720703
0,54,0.0,0.0,0.0
0,55,2528.0,396.1973876953125,490.471923828125
0,56,3069.0,60.04952621459961,455.4845275878906
0,57,2733.0,262.5982360839844,491.0003662109375
0,58,458.0,387.25982666015625,6.017467021942139
0,59,0.0,0.0,0.0
0,60,5472.0,216.69883728027344,108.2258758544922
0,61,1154.0,332.53033447265625,500.3085021972656
0,62,0.0,0.0,0.0
0,63,628.0,284.7229309082031,6.826433181762695
0,64,0.0,0.0,0.0
0,65,0.0,0.0,0.0
0,66,0.0,0.0,0.0
0,67,0.0,0.0,0.0
0,68,1358.0,489.0927734375,15.752577781677246
0,69,941.0,98.5536651611328,9.429330825805664
0,70,0.0,0.0,0.0
0,71,5908.0,422.6347351074219,175.31787109375
0,72,3636.0,407.2923583984375,430.0910339355469
0,73,0.0,0.0,0.0
0,74,0.0,0.0,0.0
0,75,0.0,0.0,0.0
0,76,0.0,0.0,0.0
0,77,0.0,0.0,0.0
0,78,4646.0,323.2888488769531,45.40077590942383
0,79,2665.0,444.69232177734375,244.6900634765625
0,80,0.0,0.0,0.0
0,81,0.0,0.0,0.0
0,82,0.0,0.0,0.0
0,83,0.0,0.0,0.0
0,84,0.0,0.0,0.0
0,85,0.0,0.0,0.0
0,86,1797.0,491.9543762207031,246.0923767089844
0,87,2521.0,476.20904541015625,494.4411010742188
0,88,0.0,0.0,0.0
0,89,0.0,0.0,0.0
0,90,0.0,0.0,0.0
0,91,0.0,0.0,0.0
0,92,0.0,0.0,0.0
0,93,1225.0,18.277551651000977,377.01959228515625
0,94,0.0,0.0,0.0
0,95,0.0,0.0,0.0
0,96,0.0,0.0,0.0
0,97,0.0,0.0,0.0
0,98,0.0,0.0,0.0
0,99,5465.0,355.7183837890625,393.6854553222656
0,100,0.0,0.0,0.0
0,101,0.0,0.0,0.0
0,102,0.0,0.0,0.0
0,103,0.0,0.0,0.0
0,104,0.0,0.0,0.0
0,105,0.0,0.0,0.0
0,106,0.0,0.0,0.0
0,107,0.0,0.0,0.0
0,108,0.0,0.0,0.0
0,109,0.0,0.0,0.0
0,110,0.0,0.0,0.0
0,111,0.0,0.0,0.0
0,112,0.0,0.0,0.0
0,113,0.0,0.0,0.0
0,114,0.0,0.0,0.0
0,115,0.0,0.0,0.0
0,116,0.0,0.0,0.0
0,117,0.0,0.0,0.0
0,118,0.0,0.0,0.0
0,119,0.0,0.0,0.0
0,120,0.0,0.0,0.0
0,121,0.0,0.0,0.0
0,122,0.0,0.0,0.0
0,123,0.0,0.0,0.0
0,124,0.0,0.0,0.0
0,125,0.0,0.0,0.0
0,126,0.0,0.0,0.0
0,127,0.0,0.0,0.0
0,128,0.0,0.0,0.0
0,129,0.0,0.0,0.0
0,130,0.0,0.0,0.0
0,131,0.0,0.0,0.0
0,132,0.0,0.0,0.0
0,133,0.0,0.0,0.0
0,134,0.0,0.0,0.0
0,135,0.0,0.0,0.0
0,136,0.0,0.0,0.0
0,137,0.0,0.0,0.0
0,138,0.0,0.0,0.0
0,139,0.0,0.0,0.0
0,140,0.0,0.0,0.0
0,141,0.0,0.0,0.0
0,142,0.0,0.0,0.0
0,143,0.0,0.0,0.0
0,144,0.0,0.0,0.0
0,145,0.0,0.0,0.0
0,146,0.0,0.0,0.0
0,147,0.0,0.0,0.0
0,148,0.0,0.0,0.0
0,149,0.0,0.0,0.0
0,150,0.0,0.0,0.0
0,151,0.0,0.0,0.0
0,152,0.0,0.0,0.0
0,153,0.0,0.0,0.0
0,154,0.0,0.0,0.0
0,155,0.0,0.0,0.0
0,156,0.0,0.0,0.0
0,157,0.0,0.0,0.0
0,158,0.0,0.0,0.0
0,159,0.0,0.0,0.0
